Term,Subject,Catalog,Section,Component,Descr,Instructor,Mtg1 Start,Mtg1 End,Mtg1 Days,Mtg2 Start,Mtg2 End,Mtg2 Days,Prereqs,Division,WI,QFR,EDI
1151,REL,210,1,SEM,The New Testament,Moxnes,11:20 AM,12:35 PM,TR,,,,none; open to all classes,D2,WAC,,
1151,REL,232,1,SEM,Islamic Thought,Darrow,08:30 AM,09:45 AM,TR,,,,none,D2,WAC,,
1151,REL,244,1,LEC,Mind & Persons in Indian Thght,Dreyfus,07:00 PM,09:40 PM,M,,,,"prior exposure to Buddhism or philosophy, or permission of the instructor",D2,,,
1151,REL,246,T1,TUT,India's Identities,Gutschow,,,TBA,,,,none,D2,WAC,,EDI
1151,REL,255,1,LEC,Buddhism: Ideas and Practices,Dreyfus,08:30 AM,09:45 AM,MWF,,,,none,D2,,,
1151,REL,317,1,SEM,Disenchantment and Modernity,Josephson,02:35 PM,03:50 PM,MR,,,,not open to first year students,D2,,,
1151,REL,401,1,SEM,Issues in Study of Religion,Josephson,01:10 PM,03:50 PM,W,,,,senior Religion major status or permission of instructor,D2,,,
1151,RLFR,101,1,LEC,Intro French& Francphn Culture,Saint-Just,09:00 AM,09:50 AM,MWF,08:55 AM,09:45 AM,TR,none; for students who have taken less than two years of high school French,D1,,,
1151,RLFR,103,1,LEC,Intermediate French I,Curulla,09:00 AM,09:50 AM,M-F,,,,RLFR 101-102 or examination placement,D1,,,
1151,RLFR,103,2,LEC,Intermediate French I,Curulla,10:00 AM,10:50 AM,M-F,,,,RLFR 101-102 or examination placement,D1,,,
1151,RLFR,105,1,LEC,Advanced French,Saint-Just,09:55 AM,11:10 AM,TR,,,,"RLFR 103, or examination placement",D1,,,
1151,RLFR,105,2,CON,Advanced French,Saint-Just,01:10 PM,02:00 PM,W,,,,"RLFR 103, or examination placement",D1,,,
1151,RLFR,105,3,LEC,Advanced French,Saint-Just,11:20 AM,12:35 PM,TR,,,,"RLFR 103, or examination placement",D1,,,
1151,RLFR,105,4,CON,Advanced French,Saint-Just,02:10 PM,03:00 PM,W,,,,"RLFR 103, or examination placement",D1,,,
1151,RLFR,202,1,SEM,"War Lit. in France, 1804-2004",Martin,09:55 AM,11:10 AM,TR,,,,exceptional performance in RLFR 105; Strong performance in RLFR 106 or 107; Successful performance in RLFR 201 or 203; or by Placement Test; or by Permission of the Instructor.,D1,,,
1151,RLFR,312,1,SEM,Francographic Islands,Pieprzak,02:35 PM,03:50 PM,MR,,,,"open to students who have taken a literature course in RLFR at Williams, or permission of instructor",D1,,,EDI
1151,RLFR,316,1,SEM,Paris On Fire,Martin,11:20 AM,12:35 PM,TR,,,,"RLFR 201, or 202, or 203; or another RLFR 200-level course; or permission of the instructor.",D1,,,
1151,RLFR,511,1,LEC,Intnsve French Grammr&Transltn,Desrosiers,08:30 AM,09:45 AM,TR,,,,a strong interest and need to learn French,D1,,,
1151,RLIT,101,1,LEC,Elementary Italian,Nicastro,09:00 AM,09:50 AM,MWF,08:55 AM,09:45 AM,TR,none; not open to those who have had one year or more of high school Italian,D1,,,
1151,RLSP,101,1,LEC,Elementary Spanish,Ringer-Hilfinger,09:00 AM,09:50 AM,MWF,08:55 AM,09:45 AM,TR,none; this course is for students who have studied less than two years of Spanish in secondary school,D1,,,
1151,RLSP,103,1,LEC,Intermediate Spanish,French,10:00 AM,10:50 AM,MWF,,,,RLSP 101-102 or placement exam results,D1,,,
1151,RLSP,103,2,CON,Intermediate Spanish,French,02:10 PM,03:00 PM,W,,,,RLSP 101-102 or placement exam results,D1,,,
1151,RLSP,103,3,LEC,Intermediate Spanish,Bell-Villada,11:00 AM,11:50 AM,MWF,,,,RLSP 101-102 or placement exam results,D1,,,
1151,RLSP,103,4,CON,Intermediate Spanish,Bell-Villada,03:10 PM,04:00 PM,W,,,,RLSP 101-102 or placement exam results,D1,,,
1151,RLSP,105,1,LEC,Adv Composition & Conversation,Pitcher,01:10 PM,02:25 PM,TF,,,,"RLSP 103, Spanish 104 or results of the Williams College placement exam",D1,,,
1151,RLSP,105,2,CON,Adv Composition & Conversation,Pitcher,01:10 PM,02:00 PM,W,,,,"RLSP 103, Spanish 104 or results of the Williams College placement exam",D1,,,
1151,RLSP,105,3,LEC,Adv Composition & Conversation,Ringer-Hilfinger,11:00 AM,12:15 PM,MW,,,,"RLSP 103, Spanish 104 or results of the Williams College placement exam",D1,,,
1151,RLSP,105,4,CON,Adv Composition & Conversation,Ringer-Hilfinger,11:00 AM,11:50 AM,F,,,,"RLSP 103, Spanish 104 or results of the Williams College placement exam",D1,,,
1151,RLSP,199,1,SEM,Spanish for Everyday Life,Ringer-Hilfinger,09:55 AM,11:10 AM,TR,,,,"RLSP 105, RLSP 106, Williams College Placement Exam, or permission of instructor",D1,,,
1151,RLSP,201,1,SEM,The Spanish Labyrinth,Fox,01:10 PM,03:50 PM,W,,,,"RLSP 105, permission of instructor",D1,,,
1151,RLSP,221,1,SEM,Women in Latin America,Pitcher,02:35 PM,03:50 PM,TF,,,,"RLSP 105 or 106, placement test results, or permission of the instructor",D1,,,
1151,RLSP,223,T1,TUT,Environmental Lit of Lat Am,French,,,TBA,,,,none,D1,WAC,,EDI
1151,RLSP,402,1,SEM,Sr Sem: Latin-American Novel,Bell-Villada,02:35 PM,03:50 PM,MR,,,,any 300-level RLSP course or two 200-level RLSP courses or permission of the instructor,D1,,,
1151,RUSS,101,1,LEC,Elementary Russian,van de Stadt,10:00 AM,10:50 AM,MWF,09:55 AM,11:10 AM,TR,none,D1,,,
1151,RUSS,151,1,LEC,Continuing Russian,Ladygina,11:00 AM,11:50 AM,MWF,,,, completion of at least one year of college-level Russian (RUSS 101-102) or permission of the instructor,D1,,,
1151,RUSS,213,1,SEM,Post-Soviet Gender,Cassiday,01:10 PM,02:25 PM,MR,,,,none,D1,,,EDI
1151,RUSS,251,10,LEC,Continuing Russian,Ladygina,11:00 AM,11:50 AM,MWF,,,,RUSS 152 or permission of the instructor,D1,,,
1151,RUSS,305,1,LEC,Dostoevsky and His Age,Cassiday,02:35 PM,03:50 PM,MR,,,,none,D1,,,
1151,RUSS,401,1,SEM,Caucasus in Russian Literature,Ladygina,01:10 PM,02:25 PM,TF,,,,"Russian 251, 252 or consent of instructor",D1,WAC,,
1151,SOC,101,1,LEC,Invitation to Sociology,Nolan,09:55 AM,11:10 AM,TR,,,,none,D2,,,
1151,SOC,252,1,LEC,Moral Life in the Modern World,Shoffstall,08:30 AM,09:45 AM,TR,,,,none,D2,,,
1151,SOC,315,1,SEM,"Culture,Consumption&Modernity",Shevchenko,02:35 PM,03:50 PM,TF,,,,none; open to first year students,D2,WAC,,
1151,SOC,332,1,SEM,Life and Death in Modernity,Shoffstall,11:00 AM,12:15 PM,MWF,,,,none,D2,,,
1151,SOC,368,1,SEM,Technology & Modern Society,Nolan,01:10 PM,02:25 PM,MR,,,,none,D2,,,
1151,STAT,101,1,LEC,Elem Statistics&Data Analysis,Heggeseth,09:00 AM,09:50 AM,MWF,,,,MATH 102 (or demonstrated proficiency on a diagnostic test),D3,,QFR,
1151,STAT,101,2,LEC,Elem Statistics&Data Analysis,Heggeseth,10:00 AM,10:50 AM,MWF,,,,MATH 102 (or demonstrated proficiency on a diagnostic test),D3,,QFR,
1151,STAT,201,1,LEC,Statistics & Data Analysis,Wang,09:00 AM,09:50 AM,MWF,,,,MATH 150 or equivalent; students without any calculus background should consider STAT 101 instead,D3,,QFR,
1151,STAT,201,2,LEC,Statistics & Data Analysis,De Veaux,01:10 PM,02:25 PM,TF,,,,MATH 150 or equivalent; students without any calculus background should consider STAT 101 instead,D3,,QFR,
1151,STAT,346,1,LEC,Regression and Forecasting,Wang,11:00 AM,11:50 AM,MWF,,,,"STAT 101 or 201, and MATH 150 and 250; or permission of instructor",D3,,QFR,
1151,STAT,360,1,LEC,Statistical Inference,De Veaux,02:35 PM,03:50 PM,TF,,,,"MATH 150, MATH 250 and STAT 201",D3,,QFR,
1151,THEA,101,1,LEC,Introduction to Theatre,Holzapfel,01:10 PM,02:25 PM,MR,,,,none,D1,,,EDI
1151,THEA,101,2,LAB,Introduction to Theatre,Holzapfel,02:35 PM,03:50 PM,T,,,,none,D1,,,EDI
1151,THEA,103,1,STU,Acting I,Sangare,01:10 PM,02:25 PM,MR,,,,none,D1,,,
1151,THEA,201,1,STU,Theatrical Staging and Design,Baker-White,11:00 AM,12:50 PM,MW,,,,none,D1,,,
1151,THEA,201,2,LAB,Theatrical Staging and Design,Baker-White,01:10 PM,03:50 PM,W,,,,none,D1,,,
1151,THEA,305,1,STU,Costume Design,Brothers,01:10 PM,03:50 PM,TF,,,,successful completion of any 200-level course in any of the fine or performing arts or permission of the instructor,D1,,,
1151,THEA,306,1,STU,Acting III,Sangare,02:35 PM,03:50 PM,MR,,,,permission of the instructor,D1,,,
1151,THEA,331,1,SEM,Hamlet,Pethica,09:55 AM,11:10 AM,TR,,,,"a 100-level English course, a score of 5 on the Advanced Placement examination in English Literature or a 6 or 7 on the International Baccalaureate, or permission of the instructor",D1,WAC,,
1151,WGSS,101,1,SEM,"Women's, Gender & Sexuality",Cowden,02:35 PM,03:50 PM,TF,,,,none,D2,WAC,,EDI
1151,WGSS,101,2,SEM,"Women's, Gender & Sexuality",Honderich,02:35 PM,03:50 PM,TF,,,,none,D2,WAC,,EDI
1151,WGSS,202,1,SEM,Intro Sexuality Studies,Mitchell,08:30 AM,09:45 AM,TR,,,,none,D2,,,EDI
1151,WGSS,244,T1,TUT,Actual Alternative Economies,Honderich,,,TBA,,,,none; open to sophomores and above,D2,WAC,,EDI
1151,WGSS,301,1,SEM,Sexual Economies,Mitchell,09:55 AM,11:10 AM,TR,,,,none,D2,,,EDI
1151,WGSS,330,1,SEM,Race Gender Performance,Huang,01:10 PM,03:50 PM,W,,,,none,D2,,,EDI
1153,AFR,132,1,SEM,Contemp Afr Soc & Polit Phil,Roberts,11:00 AM,12:15 PM,MW,,,,none; open to all,D2,,,EDI
1153,AFR,200,1,LEC,Intro to Africana Studies,Manigault-Bryant,11:20 AM,12:35 PM,TR,,,,none,D2,,,
1153,AFR,202,1,SEM,Public Speaking,Ford,08:30 AM,09:45 AM,TR,,,,none,D2,,,
1153,AFR,221,1,SEM,Giving God a Backbeat,Ford,01:10 PM,03:50 PM,W,,,,none,D2,,,
1153,AFR,272,1,SEM,Africa + the Internet,Royston,01:10 PM,02:25 PM,TF,,,,none,D2,,,EDI
1153,AFR,299,1,LEC,Rastafari,Roberts,02:35 PM,03:50 PM,MR,,,,none; open to all,D2,,,
1153,AFR,316,1,LEC,Black Religion and the Movies,Manigault-Bryant,07:00 PM,09:40 PM,M,,,,none,D2,,,
1153,AFR,320,1,SEM,Dangerous Bodies,Manigault-Bryant,08:30 AM,09:45 AM,MWF,,,,none,D2,,,
1153,AFR,321,1,SEM,Trending Black,Ford,01:10 PM,02:25 PM,MR,,,,none,D2,,,
1153,AFR,324,1,SEM,Contemporary Art African Diasp,Poole,11:00 AM,12:15 PM,MW,,,,,D2,,,
1153,AFR,476,1,SEM,Black Radicalism,Singham,01:10 PM,03:50 PM,W,,,,none; open to all,D2,,,EDI
1153,AMST,201,1,SEM,Intro to American Studies,Reinhardt,02:35 PM,03:50 PM,MR,,,,none,D2,,,EDI
1153,AMST,201,2,SEM,Intro to American Studies,Cleghorn,01:10 PM,02:25 PM,MR,,,,none,D2,,,EDI
1153,AMST,215,1,SEM,Expmtl Asian American Writing,Wang,07:00 PM,09:40 PM,M,,,,none,D2,,,
1153,AMST,218,1,LEC,Cultural Politics of the 1970s,Andrews,02:35 PM,03:50 PM,MR,,,,none,D2,,,
1153,AMST,222,1,SEM,Asian American Visual Cultures,Um,11:20 AM,12:35 PM,TR,,,,none,D2,,,
1153,AMST,301,1,SEM,Theories & Mthds Am Studies,Andrews,01:10 PM,02:25 PM,MR,,,,"AMST 201, junior or senior standing, or permission of the instructor",D2,,,
1153,AMST,311,1,LEC,Dev of Am Indian Law & Policy,Kiel,11:20 AM,12:35 PM,TR,,,,none,D2,,,EDI
1153,AMST,328,T1,TUT,Immaterial Labor,Andrews,,,TBA,,,,none,D2,,,
1153,AMST,416,1,SEM,US Settler Colonialism/Empire,Kiel,02:35 PM,03:50 PM,MR,,,,none,D2,,,EDI
1153,AMST,465,1,SEM,Race and Abstraction,Wang,01:10 PM,03:50 PM,W,,,,"none if registering under AMST, AFR, or COMP, though a previous lit, art or music class would be helpful; if registering under ENGL, 100-level ENGL course, or 5 on AP English Lit exam or 6 or 7 on the Higher Level IB English exam required",D2,,,
1153,ANSO,205,1,SEM,Ways of Knowing,Nolan,01:10 PM,03:50 PM,W,,,,ANTH 101 or SOC 101 or permission of instructor,D2,,,
1153,ANSO,402,1,SEM,Senior Seminar,Edwards,07:00 PM,09:40 PM,M,,,,restricted to senior Anthropology and Sociology majors,D2,,,
1153,ANTH,101,1,LEC,The Scope of Anthropology,Kowalski,11:00 AM,12:15 PM,MWF,,,,first-year students and sophomores,D2,,,EDI
1153,ANTH,210,1,SEM,Governing Nature,Vena,02:35 PM,03:50 PM,MR,,,,none,D2,WAC,,
1153,ANTH,233,1,SEM,Religious Life Southeast Asia,Just,11:20 AM,12:35 PM,TR,,,,none; open to non-majors,D2,,,EDI
1153,ANTH,236,1,LEC,Individuals in Context,Kowalski,08:30 AM,09:45 AM,TR,,,,none; open to first year students,D2,,,
1153,ANTH,262,1,LEC,Language Gender Sexuality,Kowalski,02:35 PM,03:50 PM,TF,,,,none; open to first year students,D2,,,
1153,ANTH,391,1,SEM,Insurgencies,Just,08:30 AM,09:45 AM,TR,,,,none; open to first-year students,D2,,,
1153,ARAB,102,1,LEC,Elementary Arabic,Eqeiq,09:00 AM,09:50 AM,MWF,08:55 AM,09:45 AM,TR,ARAB 101,D1,,,
1153,ARAB,102,2,LEC,Elementary Arabic,Vargas,10:00 AM,10:50 AM,M-F,,,,ARAB 101,D1,,,
1153,ARAB,202,1,LEC,Intermediate Arabic II,Vargas,12:00 PM,12:50 PM,MWF,,,,ARAB 201 or permission from instructor,D1,,,
1153,ARAB,202,2,CON,Intermediate Arabic II,Vargas,02:10 PM,03:00 PM,W,,,,ARAB 201 or permission from instructor,D1,,,
1153,ARAB,202,3,CON,Intermediate Arabic II,Vargas,,,TBA,,,,ARAB 201 or permission from instructor,D1,,,
1153,ARAB,256,1,SEM,Arab & Anglophone Narratives,Eqeiq,02:35 PM,03:50 PM,MR,,,,none,D1,,,
1153,ARAB,309,1,SEM,Intro to Colloquial Arabic,Al-Shalchi,09:55 AM,11:10 AM,TR,,,,"two years of Modern Standard Arabic or permission of instructor, may be taken concurrently with ARAB 202",D1,,,
1153,ARTH,102,1,LEC,Art Through Time,Filipczak,10:00 AM,10:50 AM,MWF,,,,none,D1,,,
1153,ARTH,102,2,LEC,Art Through Time,Filipczak,12:00 PM,12:50 PM,MWF,,,,none,D1,,,
1153,ARTH,102,3,CON,Art Through Time,,09:55 AM,11:10 AM,T,,,,none,D1,,,
1153,ARTH,102,4,CON,Art Through Time,,11:20 AM,12:35 PM,T,,,,none,D1,,,
1153,ARTH,102,5,CON,Art Through Time,,01:10 PM,02:25 PM,T,,,,none,D1,,,
1153,ARTH,102,6,CON,Art Through Time,,02:35 PM,03:50 PM,T,,,,none,D1,,,
1153,ARTH,102,7,CON,Art Through Time,,08:30 AM,09:35 AM,W,,,,none,D1,,,
1153,ARTH,102,8,CON,Art Through Time,,01:10 PM,02:25 PM,W,,,,none,D1,,,
1153,ARTH,102,9,CON,Art Through Time,,02:25 PM,03:50 PM,W,,,,none,D1,,,
1153,ARTH,102,10,CON,Art Through Time,,08:30 AM,09:35 AM,R,,,,none,D1,,,
1153,ARTH,102,11,CON,Art Through Time,,09:55 AM,11:10 AM,R,,,,none,D1,,,
1153,ARTH,102,12,CON,Art Through Time,,11:20 AM,12:35 PM,R,,,,none,D1,,,
1153,ARTH,102,13,CON,Art Through Time,,01:10 PM,02:25 PM,R,,,,none,D1,,,
1153,ARTH,102,14,CON,Art Through Time,,02:35 PM,03:50 PM,R,,,,none,D1,,,
1153,ARTH,238,1,LEC,Greek Art and the Gods,Hedreen,09:55 AM,11:10 AM,TR,,,,none,D1,,,
1153,ARTH,246,1,LEC,Do You See What I See?!,Edwards,01:10 PM,02:25 PM,TF,,,,none,D1,,,
1153,ARTH,254,1,LEC,Manet to Matisse,Ockman,11:00 AM,12:15 PM,MW,,,,two semesters of ARTH 101-102-103 or permission of the instructor,D1,,,
1153,ARTH,259,1,LEC,Art of the Afro-Islamic World,Apotsos,01:10 PM,02:25 PM,MR,,,,"none, although an introductory course in art history or Islamic studies would be useful",D1,,,EDI
1153,ARTH,301,1,SEM,Twelve Books,Holly,01:10 PM,03:50 PM,W,,,,,D1,,,
1153,ARTH,400,1,SEM,Encountering Objects,Ferando,01:10 PM,03:50 PM,R,,,,none,D1,,,
1153,ARTH,416,1,SEM,Wright Writing,Johnson,01:10 PM,03:50 PM,T,,,,ARTH 101,D1,WAC,,
1153,ARTH,422,1,SEM,Romanesque Sculpted Portal,Low,01:10 PM,03:50 PM,F,,,,ARTH 101-102 or permission of the instructor,D1,,,
1153,ARTH,501,1,SEM,Museums:History and Practice,Conforti,02:10 PM,04:50 PM,T,,,,,D1,,,
1153,ARTH,506,1,SEM,An Expository Writing Workshop,Park,01:10 PM,03:50 PM,M,,,,,D1,,,
1153,ARTH,507,1,SEM,Object Workshop,Gotlieb,04:00 PM,06:00 PM,T,,,,none,D1,,,
1153,ARTH,508,1,SEM,Art and Conservation,Branchick,06:30 PM,08:30 PM,MR,,,,,D1,,,
1153,ARTH,509,1,SEM,Graduate Symposium,Gotlieb,,,TBA,,,,successful completion and acceptance of the Qualifying Paper,D1,,,
1153,ARTH,512,1,SEM,Hellenistic Art,McGowan,10:00 AM,12:40 PM,R,,,,none,D1,,,
1153,ARTH,563,1,SEM,Contemprary Curtorial Workshop,Breslin,,,TBA,,,,graduate art students,D1,,,
1153,ARTH,565,1,SEM,Changing American Landscape,Oehlrich,10:00 AM,12:40 PM,T,,,,,D1,,,
1153,ARTH,571,1,SEM,Traditional Chinese Aesthetics,Nugent,01:30 PM,04:10 PM,W,,,,none,D1,,,
1153,ARTH,583,1,SEM,Going to Ground,Apotsos,10:00 AM,12:40 PM,W,,,,this seminar is designed for graduate students in Art History; undergraduates eligible only with permission of instructor,D1,,,EDI
1153,ARTS,100,1,STU,Drawing I,Glier,11:20 AM,12:35 PM,T,01:10 PM,03:50 PM,T,none,D1,,,
1153,ARTS,100,2,STU,Drawing I,Glier,11:00 AM,12:15 PM,W,01:10 PM,03:50 PM,W,none,D1,,,
1153,ARTS,100,3,STU,Drawing I,Jackson,01:10 PM,03:50 PM,R,,,,none,D1,,,
1153,ARTS,100,4,STU,Drawing I,Ali,09:00 AM,11:40 AM,T,,,,none,D1,,,
1153,ARTS,202,1,STU,Inventive Structures,Goldfarb,01:10 PM,03:50 PM,W,,,,100 level studio course,D1,,,
1153,ARTS,202,2,LAB,Inventive Structures,Goldfarb,,,TBA,,,,100 level studio course,D1,,,
1153,ARTS,220,1,STU,Architectural Design I,Benedict,01:10 PM,03:50 PM,F,,,,ARTS 100; ARTH 101-102 strongly suggested; permission of instructor is required; registration does not guarantee admission to the course,D1,,,
1153,ARTS,230,1,STU,Drawing II,Ali,01:10 PM,03:50 PM,T,,,,ARTS 100,D1,,,
1153,ARTS,241,1,STU,Painting,Levin,07:00 PM,09:40 PM,M,,,,ARTS 100,D1,,,
1153,ARTS,263,1,STU,Printmaking:Intaglio&Relief,Amos,01:10 PM,03:50 PM,M,,,,ARTS 100,D1,,,
1153,ARTS,282,1,STU,Fiction & Allegory in Media,Howard,01:10 PM,03:50 PM,T,,,,none,D1,,,
1153,ARTS,322,T1,TUT,The Empowered Object,Podmore,01:10 PM,03:50 PM,R,,,,any 200-level art course in the area that you are planning to work that is housed solely in the studio wing of the art department,D1,,,
1153,ARTS,333,T1,TUT,Narrative Strategies,Ali,01:10 PM,03:50 PM,M,,,,students are required to have taken at least two ARTS 200-level classes in any medium (or by permission of the instructor),D1,,,
1153,ARTS,376,1,STU,Sculpture Expanded,Podmore,01:10 PM,03:50 PM,W,,,,ARTS 275 or any 200 level course in the media that will be incorporated or permission of instructor,D1,,,
1153,ARTS,418,1,SEM,Senior Seminar: Studio Art,Laleian,07:00 PM,09:40 PM,M,12:00 PM,12:50 PM,MWF,Studio Art major; permission of the instructor is required for History and Practice majors,D1,,,
1153,ASTR,104,1,LEC,Milky Way Galaxy & Universe,Pasachoff,09:55 AM,11:10 AM,TR,,,,none; not open to students who have taken  or are taking ASTR 330,D3,,,
1153,ASTR,104,2,LAB,Milky Way Galaxy & Universe,Souza,01:00 PM,02:30 PM,T,,,,none; not open to students who have taken  or are taking ASTR 330,D3,,,
1153,ASTR,104,3,LAB,Milky Way Galaxy & Universe,Souza,02:30 PM,04:00 PM,T,,,,none; not open to students who have taken  or are taking ASTR 330,D3,,,
1153,ASTR,104,4,LAB,Milky Way Galaxy & Universe,Souza,01:00 PM,02:30 PM,W,,,,none; not open to students who have taken  or are taking ASTR 330,D3,,,
1153,ASTR,104,5,LAB,Milky Way Galaxy & Universe,Souza,02:30 PM,04:00 PM,W,,,,none; not open to students who have taken  or are taking ASTR 330,D3,,,
1153,ASTR,221,1,LEC,Compact Stellar Remnants,Demianski,02:35 PM,03:50 PM,MR,,,,"if taken under ASTR 221:PHYS 151 or co-requisite of PHYS142, and Mathematics 105 or 106; if taken under ASTR 421: Physics 201 & permission of instructor",D3,,QFR,
1153,ASTR,340,1,SEM,Great Astronomers; Rare Books,Pasachoff,01:10 PM,03:50 PM,W,,,,,D3,WAC,,
1153,ASTR,420,1,LEC,Observational Cosmology,Demianski,09:55 AM,11:10 AM,TR,,,,PHYS 201 or permission of the instructor,D3,,QFR,
1153,BIMO,322,1,LEC,Biochemistry II: Metabolism,Engel,10:00 AM,10:50 AM,MWF,,,,BIOL 101 and CHEM 251/255,D3,,QFR,
1153,BIMO,322,2,LAB,Biochemistry II: Metabolism,Engel,01:00 PM,04:00 PM,T,,,,BIOL 101 and CHEM 251/255,D3,,QFR,
1153,BIMO,322,3,LAB,Biochemistry II: Metabolism,Engel,01:00 PM,04:00 PM,W,,,,BIOL 101 and CHEM 251/255,D3,,QFR,
1153,BIMO,322,4,LAB,Biochemistry II: Metabolism,Carone,01:00 PM,04:00 PM,R,,,,BIOL 101 and CHEM 251/255,D3,,QFR,
1153,BIMO,401,1,SEM,Biochem & Molecular Biology,Gehring,01:10 PM,03:50 PM,W,,,,BIOL 202 and BIMO 321,D3,WAC,,
1153,BIOL,102,A1,LEC,The Organism,Savage,09:55 AM,11:10 AM,TR,,,,BIOL 101 or permission of instructor,D3,,,
1153,BIOL,102,A2,LAB,The Organism,Dean,01:00 PM,04:00 PM,M,,,,BIOL 101 or permission of instructor,D3,,,
1153,BIOL,102,A3,LAB,The Organism,Dean,01:00 PM,04:00 PM,T,,,,BIOL 101 or permission of instructor,D3,,,
1153,BIOL,102,A4,LAB,The Organism,Dean,01:00 PM,04:00 PM,W,,,,BIOL 101 or permission of instructor,D3,,,
1153,BIOL,102,A5,LAB,The Organism,Dean,01:00 PM,04:00 PM,R,,,,BIOL 101 or permission of instructor,D3,,,
1153,BIOL,102,B1,LEC,The Organism,Morales,11:00 AM,11:50 AM,MWF,,,,BIOL 101 or permission of instructor,D3,,,
1153,BIOL,102,B2,LAB,The Organism,Dean,01:00 PM,04:00 PM,M,,,,BIOL 101 or permission of instructor,D3,,,
1153,BIOL,102,B3,LAB,The Organism,Dean,01:00 PM,04:00 PM,T,,,,BIOL 101 or permission of instructor,D3,,,
1153,BIOL,102,B4,LAB,The Organism,Dean,01:00 PM,04:00 PM,W,,,,BIOL 101 or permission of instructor,D3,,,
1153,BIOL,102,B5,LAB,The Organism,Dean,01:00 PM,04:00 PM,R,,,,BIOL 101 or permission of instructor,D3,,,
1153,BIOL,133,1,LEC,Biology of Exercise&Nutrition,Swoap,08:30 AM,09:45 AM,TR,,,,none,D3,,,
1153,BIOL,204,1,LEC,Animal Behavior,Williams,08:30 AM,09:45 AM,MWF,,,,"BIOL 102, or PSYC 101, or permission of instructor",D3,,,
1153,BIOL,204,2,LAB,Animal Behavior,Williams,01:00 PM,04:00 PM,M,,,,"BIOL 102, or PSYC 101, or permission of instructor",D3,,,
1153,BIOL,204,3,LAB,Animal Behavior,Williams,01:00 PM,04:00 PM,W,,,,"BIOL 102, or PSYC 101, or permission of instructor",D3,,,
1153,BIOL,205,1,LEC,Physiology,Carter,09:00 AM,09:50 AM,MWF,,,,BIOL 101 and 102; open to first-year students with permission of the Biology department,D3,,,
1153,BIOL,205,2,LAB,Physiology,MacIntire,01:00 PM,04:00 PM,T,,,,BIOL 101 and 102; open to first-year students with permission of the Biology department,D3,,,
1153,BIOL,205,3,LAB,Physiology,MacIntire,01:00 PM,04:00 PM,W,,,,BIOL 101 and 102; open to first-year students with permission of the Biology department,D3,,,
1153,BIOL,205,4,LAB,Physiology,MacIntire,01:00 PM,04:00 PM,R,,,,BIOL 101 and 102; open to first-year students with permission of the Biology department,D3,,,
1153,BIOL,219,T1,TUT,Danger Exp: Infectious Disease,Banta,11:20 AM,12:35 PM,R,,,,BIOL 101 and 102,D3,WAC,,
1153,BIOL,305,1,LEC,Evolution,Maroja,10:00 AM,10:50 AM,MWF,,,,BIOL 202,D3,,QFR,
1153,BIOL,305,2,LAB,Evolution,Maroja,01:00 PM,04:00 PM,W,,,,BIOL 202,D3,,QFR,
1153,BIOL,305,3,LAB,Evolution,Maroja,01:00 PM,04:00 PM,R,,,,BIOL 202,D3,,QFR,
1153,BIOL,306,1,LEC,Cellular Regulatory Mechanisms,Carone,11:00 AM,11:50 AM,MWF,,,,BIOL 202,D3,,,
1153,BIOL,306,2,LAB,Cellular Regulatory Mechanisms,Carone,01:00 PM,04:00 PM,M,,,,BIOL 202,D3,,,
1153,BIOL,306,3,LAB,Cellular Regulatory Mechanisms,Carone,01:00 PM,04:00 PM,T,,,,BIOL 202,D3,,,
1153,BIOL,308,1,LEC,Integrative Plant Biology,Ting,09:55 AM,11:10 AM,TR,,,,BIOL 202,D3,,,
1153,BIOL,308,2,LAB,Integrative Plant Biology,Ting,01:00 PM,04:00 PM,T,,,,BIOL 202,D3,,,
1153,BIOL,308,3,LAB,Integrative Plant Biology,Ting,01:00 PM,04:00 PM,W,,,,BIOL 202,D3,,,
1153,BIOL,416,1,SEM,Epigenetics,Carone,11:20 AM,12:35 PM,TR,,,,BIOL 202; open to juniors and seniors,D3,,,
1153,BIOL,416,2,SEM,Epigenetics,Carone,09:55 AM,11:10 AM,TR,,,,BIOL 202; open to juniors and seniors,D3,,,
1153,BIOL,422,1,SEM,Sustainable Agricultural Ecolo,Art,08:30 AM,09:45 AM,MWF,,,,BIOL/ENVI 203 or BIOL 302 or permission of instructor,D3,,,
1153,CHEM,116,1,LEC,Chemistry & Physics of Cooking,Thoman,11:00 AM,12:15 PM,MWF,,,,"none, but students who have not taken high school chemistry should consult the instructor",D3,,QFR,
1153,CHEM,156,1,LEC,Organic Chemistry: Intro Level,Richardson,09:00 AM,09:50 AM,MWF,,,,CHEM 151 or 153 or 155 or placement exam or permission of instructor,D3,,QFR,
1153,CHEM,156,2,LAB,Organic Chemistry: Intro Level,,01:00 PM,05:00 PM,M,,,,CHEM 151 or 153 or 155 or placement exam or permission of instructor,D3,,QFR,
1153,CHEM,156,3,LAB,Organic Chemistry: Intro Level,,01:00 PM,05:00 PM,T,,,,CHEM 151 or 153 or 155 or placement exam or permission of instructor,D3,,QFR,
1153,CHEM,156,4,LAB,Organic Chemistry: Intro Level,,01:00 PM,05:00 PM,W,,,,CHEM 151 or 153 or 155 or placement exam or permission of instructor,D3,,QFR,
